Prd_Nr,Swissmedic_Nr,Swissmedic_Nm,Abgabekategorie
1481086,68344,"Bortezomib Zentiva 3.5 mg, Lyophilisat zur Herstellung einer Injektionslösung",A
1355259,65991,"Bosentan-Mepha 125 mg, Filmtabletten",B
1355258,65991,"Bosentan-Mepha 62.5 mg, Filmtabletten",B
1256740,62270,"Bosulif 100 mg, Filmtabletten",A
1379357,62270,"Bosulif 400 mg, Filmtabletten",A
1256741,62270,"Bosulif 500 mg, Filmtabletten",A
1546836,69145,"Bosutinib Sandoz 100 mg, Filmtabletten",A
1546837,69145,"Bosutinib Sandoz 400 mg, Filmtabletten",A
1546838,69145,"Bosutinib Sandoz 500 mg, Filmtabletten",A
1622289,69464,"Bosutinib Spirig HC 100 mg, Filmtabletten",A
1622290,69464,"Bosutinib Spirig HC 400 mg, Filmtabletten",A
1622291,69464,"Bosutinib Spirig HC 500 mg, Filmtabletten",A
67675,52433,"Botox 100 Allergan-Einheiten, Pulver zur Herstellung einer Injektionslösung",A
1079557,52433,"Botox 50 Allergan-Einheiten, Pulver zur Herstellung einer Injektionslösung",A
124502,55767,"Bovisan D5, Kapseln",B
1427104,66795,"Braftovi 50 mg, Hartkapseln",A
1427105,66795,"Braftovi 75 mg, Hartkapseln",A
1121440,58751,"Bramitob, solution pour inhalation par nébuliseur",A
105997,43468,"Braunoderm gefärbt, Lösung",D
13499,43468,"Braunoderm ungefärbt, Lösung",D
107459,43469,"Braunol, Lösung",D
13506,43557,"Braunovidon, Salbe",D
1294943,65243,"Bravecto L ad us. vet., Kautablette",B
1294944,65243,"Bravecto M ad us. vet., Kautablette",B
1294945,65243,"Bravecto S ad us. vet., Kautablette",B
1294947,65243,"Bravecto XL ad us. vet., Kautablette",B
1294946,65243,"Bravecto XS ad us. vet., Kautablette",B
98162,49576,"Brevibloc 100 mg, Injektionslösung",B
98161,49576,"Brevibloc 2,5 g/250 ml, Infusionslösung",B
1499318,67469,"Breyanzi, Suspension",A
13523,48943,"Bricanyl Turbuhaler, Pulver mit Applikator",B
1144857,58509,"Bridion 200 mg/2 ml, Injektionslösung",B
1144861,58509,"Bridion 500 mg/5 ml, Injektionslösung",B
1332800,61389,"Brilique 60 mg, Filmtabletten",B
1183510,61389,"Brilique 90 mg, Filmtabletten",B
1380163,66822,"Brilique 90 mg, Schmelztabletten",B
1443498,67312,"Brimo-Vision 2 mg/ml, Augentropfen Lösung im Einzeldosisbehältnis",B
1177207,61304,"Brinavess 500 mg, Konzentrat zur Herstellung einer Infusionslösung",B
1323040,65937,"Brintellix 10 mg, Filmtabletten",B
1323041,65937,"Brintellix 20 mg, Filmtabletten",B
1323043,65938,"Brintellix 20 mg/ml, Tropfen zum Einnehmen, Lösung",B
1323039,65937,"Brintellix 5 mg, Filmtabletten",B
1637303,69599,"Briumvi 25 mg/ml, Konzentrat zur Herstellung einer Infusionslösung",A
125336,55465,"Brivex, Tabletten",A
1333091,65831,"Briviact 10 mg, comprimés pelliculés",B
1333096,65832,"Briviact 10 mg/ml, solution buvable",B
1333095,65831,"Briviact 100 mg, comprimés pelliculés",B
1333092,65831,"Briviact 25 mg, comprimés pelliculés",B
1333093,65831,"Briviact 50 mg, comprimés pelliculés",B
1333097,65830,"Briviact 50 mg/5 ml, solution injectable",B
1333094,65831,"Briviact 75 mg, comprimés pelliculés",B
60706,54022,"Bronchialpastillen S, Pastillen",E
1358590,65999,"Bronchipret Thymian Efeu, Sirup",D
1437100,57543,"Bronchipret TP, Filmtabletten",D
89494,55249,"Bronchosan, Husten-Tropfen",D
1415641,65305,"Bronchostop Duo Hustensaft, Lösung zum Einnehmen",D
1395974,66610,"BronchostopDUO Hustenpastillen, Lutschpastillen",D
13667,596,"Broncho-Vaxom adultes, capsules",D
13666,597,"Broncho-Vaxom enfants, capsules",D
1499899,667,"Broncho-Vaxom enfants, sachets",D
13701,45031,"Brufen 200 mg, Filmtabletten",B
13700,45031,"Brufen 400 mg, Filmtabletten",B
13699,45031,"Brufen 600 mg, Filmtabletten",B
13709,50072,"Brufen retard, Filmtabletten",B
1331374,49669,"Brufen, Brausegranulat",B
1495146,67998,"Brukinsa 80 mg, Hartkapseln",A
1559668,69071,"Bryonia / Spongia comp., Tropfen zum Einnehmen",D
1116432,59736,"Bryonia D3, Ampullen (s.c.)",B
1123543,60287,"Bryonia/Stannum, Injektionslösung (s.c.)",B
1264844,60308,"Bryonia/Viscum comp., Solutio ad injectionem",B
1116434,59951,"Bryophyllum 5%, Ampullen (s.c.)",B
1323401,59501,"Bryophyllum 50 %, Kautabletten",D
1116437,59835,"Bryophyllum 50%/Conchae 50% aa, Pulver",D
1312627,59954,Bryophyllum Argento cultum D2 Dilutio,D
1116438,59837,"Bryophyllum Argento cultum Rh D2, Ampullen (s.c.)",B
1028607,59836,"Bryophyllum Argento cultum Rh D3, Dilutio aquosa",D
1269080,59814,"Bryophyllum D5/Conchae D7 aa, Ampullen (i.v.)",B
1116443,59815,"Bryophyllum D5/Conchae D7 aa, Ampullen (s.c.)",B
13716,680,"Buccalin, compresse",D
13722,45792,"Bucco Tantum Spray, Lösung",D
1219801,62556,"Buccolam 10mg/2mL, Lösung zur Anwendung in der Mundhöhle",B
1219798,62556,"Buccolam 2.5mg/0.5mL, Lösung zur Anwendung in der Mundhöhle",B
1219799,62556,"Buccolam 5mg/1mL, Lösung zur Anwendung in der Mundhöhle",B
1219800,62556,"Buccolam 7.5mg/1.5mL, Lösung zur Anwendung in der Mundhöhle",B
13721,39997,"Bucco-Tantum, Mundspül- und Gurgellösung",D
1167028,59263,"Budenofalk 2 mg, Rektalschaum",B
67801,53259,"Budenofalk 3 mg, capsules",B
1558250,68683,"Budenofalk 4 mg, Zäpfchen",B
1182041,61405,"Budenofalk Uno 9 mg, magensaftresistentes Granulat",B
1121433,58490,"Budesonid Sandoz 64, Pumpspray",B
1631710,68516,"Budesonid Spirig HC 3 mg, Hartkapsel mit veränderter Wirkstofffreisetzung",B
13741,15440,"Bulboid für Erwachsene, Suppositorien",D
13740,15440,"Bulboid für Säuglinge und Kinder, Suppositorien",D
1312367,63081,"Bupaq ad us.vet., Injektionslösung",A
1384862,66596,"Bupaq P ad us. vet., Injektionslösung",A
1133478,56479,"Bupivacain 1.25 mg/mL - Fentanyl 2 µg/ml Sintetica, soluzione per infusione",A
1133471,56479,"Bupivacain 1mg/mL - Fentanyl 2 µg/ml Sintetica, soluzione per infusione",A
1469537,55529,"Bupivacain 5 mg/ml hyperbar Sintetica, soluzione iniettabile",B
1146519,55727,"Bupivacain Sintetica 1,25 mg/ml, soluzione per infusione",B
1558137,55727,"Bupivacain Sintetica 1,25 mg/ml, soluzione per infusione",B
1558138,55727,"Bupivacain Sintetica 1,25 mg/ml, soluzione per infusione",B
28169,48351,"Bupivacain Sintetica 2,5 mg/ml, soluzione iniettabile",B
1479315,48351,"Bupivacain Sintetica 2,5 mg/ml, soluzione iniettabile",B
1146520,55727,"Bupivacain Sintetica 2,5 mg/ml, soluzione iniettabile o per infusione",B
1479316,48351,"Bupivacain Sintetica 40 mg/ml, concentrato per soluzione iniettabile",B
1479131,48351,"Bupivacain Sintetica 5 mg/ml ampoule, soluzione iniettabile",B
1515796,48351,"Bupivacain Sintetica 5 mg/ml ampoule, soluzione iniettabile",B
1515797,48351,"Bupivacain Sintetica 5 mg/ml ampoule, soluzione iniettabile",B
1515441,55727,"Bupivacain Sintetica 5 mg/ml vial, soluzione iniettabile",B
1284653,65188,"Buprenorphin-Mepha 0.4 mg, Sublingualtabletten",A
1284654,65188,"Buprenorphin-Mepha 2 mg, Sublingualtabletten",A
1306776,65809,"Buprenorphin-Mepha 35ug/h, Transdermale Pflaster",A
1306777,65809,"Buprenorphin-Mepha 52.5 ug/h, Transdermale Pflaster",A
1306778,65809,"Buprenorphin-Mepha 70 ug/h, Transdermale Pflaster",A
1284655,65188,"Buprenorphin-Mepha 8 mg, Sublingualtabletten",A
1541375,68628,"Bupropion XR Sandoz 150 mg, Retardtabletten",B
1541376,68628,"Bupropion XR Sandoz 300 mg, Retardtabletten",B
22775,49417,"Burgerstein EPA-Kapseln 500mg, Kapseln",D
22874,48801,"Burgerstein EPO Nachtkerzenöl, Kapseln",E
6994,47049,"Burgerstein Magnesiumorotat, Tabletten",D
1343260,47054,"Burgerstein Vitamin B6, Filmtabletten",D
1321225,44259,"Burgerstein Vitamin C retard, Hartkapseln",D
23462,38407,Burgerstein Vitamin E-Kapseln 100 I.E.,D
23463,44562,Burgerstein Vitamin E-Kapseln 400 I.E.,D
21935,47133,"Burgerstein Zinkglukonat 30 mg, Tabletten",B
1500582,68814,"Burn-X, magensaftresistente Tabletten",D
1111542,17352,"Buscopan Inject, Injektionslösung",B
13764,17353,"Buscopan, Dragées",D
1080106,56802,"Buscopan, Dragées",D
13765,17354,"Buscopan, Suppositorien",D
1314140,65250,"Butomidor 10mg/ml ad us. vet., Injektionslösung für Pferde, Hunde und Katzen",B
1467985,67941,"Buvidal 128 mg, Depot-Injektionslösung",A
1467980,67941,"Buvidal 16 mg, Depot-Injektionslösung",A
1467981,67941,"Buvidal 24 mg, Depot-Injektionslösung",A
1467982,67941,"Buvidal 32 mg, Depot-Injektionslösung",A
1467983,67941,"Buvidal 64 mg, Depot-Injektionslösung",A
1467979,67941,"Buvidal 8 mg, Depot-Injektionslösung",A
1467984,67941,"Buvidal 96 mg, Depot-Injektionslösung",A
1454790,67503,"Bydureon BCise 2 mg, Depot-lnjektionssuspension in einem Autoinjektor",B
1510860,68690,"Byooviz 10 mg / mL, Injektionslösung in Durchstechflasche",B
1371958,53362,"Cabaser 1 mg, Tabletten",B
1371959,53362,"Cabaser 2 mg, Tabletten",B
1482047,68299,"Cabazitaxel Accord 60 mg/3 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1544668,69233,"Cabazitaxel Labatec 60 mg/6 ml, solution à diluer pour perfusion",A
1433219,67542,"Cabazitaxel Sandoz 60 mg/6 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1539509,68959,"Cabazitaxel Spirig HC 60 mg/3 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1534728,69122,"Cabazitaxel Viatris 60 mg/3 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1517052,68597,"Cabazitaxel-Teva 60 mg/6 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1423799,66792,"Cablivi 10mg, poudre et solvent pour solution injectable",B
1375131,66471,"Cabometyx 20 mg, Filmtabletten",A
1375132,66471,"Cabometyx 40 mg, Filmtabletten",A
1375133,66471,"Cabometyx 60 mg, Filmtabletten",A
1163401,60654,"Cadmium sulfuricum / Cetraria islandica comp., Tropfen zum Einnehmen",D
1037563,57633,"Caduet 10/10, Filmtabletten",B
1037552,57633,"Caduet 5/10, Filmtabletten",B
69679,54273,"Caelyx, Konzentrat zur Herstellung einer Infusionslösung",A
1362044,53929,"Calcimagon-D3 500/800, Kautabletten mit Orangengeschmack",D
1361899,53929,"Calcimagon-D3 500/800, Kautabletten mit Zitronengeschmack",D
1326062,53929,"Calcimagon-D3 forte, Kautabletten mit Zitronengeschmack",D
1361901,53929,"Calcimagon-D3, Kautabletten mit Spearmintgeschmack",D
1361900,53929,"Calcimagon-D3, Kautabletten mit Zitronengeschmack",D
1310483,65269,"Calcipotriol-Betamethason-Mepha, Salbe",B
1613668,69164,"Calcitriol Devatis 0,25 μg, Weichkapseln",B
1613669,69164,"Calcitriol Devatis 0,5 μg, Weichkapseln",B
1310643,55950,"Calcitriol Salmon Pharma 0,25 ug, Kapseln",B
1310049,55950,"Calcitriol Salmon Pharma 0,5 ug, Kapseln",B
1226560,63016,"Calcium carbonicum cum Quercu D6, Globuli velati",D
1232687,60302,"Calcium carbonicum cum Quercu D6, Injektionslösung (s.c., i.v.)",B
1257923,60366,"Calcium carbonicum/Mesenchym comp., Solutio ad injectionem",B
1376764,53628,"Calcium D3 Sandoz 1000/880, Instant-Pulver mit Zitronenaroma",D
1309539,65824,"Calcium D3 Sandoz 500/1000, Kautabletten",D
1376763,53628,"Calcium D3 Sandoz 500/440, Instant-Pulver mit Zitronenaroma",D
1517082,55760,"Calcium D3 Sandoz 500/440, Kautabletten mit Aprikosenaroma",D
1517083,55760,"Calcium D3 Sandoz 500/440, Kautabletten mit Orangenaroma",D
1299046,59096,"Calcium D3-Mepha 1200/800, Brausetabletten",D
108092,60159,"Calcium phosphoricum comp., Tropfen zum Einnehmen",D
24389,52622,"Calcium-Acetat Salmon Pharma 500 mg, Filmtabletten",B
13987,50974,"Calcium-Acetat-Phosphatbinder Bichsel, Kapseln",B
24391,50383,"Calcium-Carbonat Salmon Pharma 500 mg, Filmtabletten",B
1168383,51076,"Calciumfolinat Sandoz, Kapseln",B
1248084,56659,"Calciumgluconat 2.5% AApot, Hydrogel",D
26942,59747,"Calendula D4, Augentropfen",D
14008,32209,"Callimon, Brausetabletten",D
1222183,62038,"Calmedoron, Globuli",D
1254290,62854,"Calmedoron, Tropfen zum Einnehmen",D
14014,40018,"Calmerphan-L, Sirup",B
1283910,54822,"Calperos D3, Lutschtabletten Mint",D
1534596,68817,"Calquence 100 mg, Filmtabletten",A
1017434,54953,"Calvakehl D3, Tropfen",D
1119702,59057,"Camilia, liquide oral en récipient unidose",D
1186749,60166,"Camphora comp., Tropfen",D
53138,53090,"Campral, magensaftresistente Filmtabletten",B
65701,53470,"Campto 100 mg/5 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1081007,53470,"Campto 300 mg/15 ml, Konzentrat zur Herstellung einer Infusionslösung",A
65697,53470,"Campto 40 mg/2 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1542634,68477,"Camzyos   5 mg, Hartkapseln",B
1542633,68477,"Camzyos  2.5 mg, Hartkapseln",B
1542635,68477,"Camzyos 10 mg, Hartkapseln",B
1542636,68477,"Camzyos 15 mg, Hartkapseln",B
111122,55584,"Cancidas 50 mg, Pulver zur Herstellung einer Infusionslösung",A
111124,55584,"Cancidas 70 mg, Pulver zur Herstellung einer Infusionslösung",A
1544980,68860,"Candesartan Amlodipin Sandoz 16 mg/10 mg, Hartkapseln",B
1544979,68860,"Candesartan Amlodipin Sandoz 16 mg/5 mg, Hartkapseln",B
1544978,68860,"Candesartan Amlodipin Sandoz 8 mg/10 mg, Hartkapseln",B
1544977,68860,"Candesartan Amlodipin Sandoz 8 mg/5 mg , Hartkapseln",B
1498252,62569,"Candesartan CPS 16 mg, Tabletten",B
1498253,62569,"Candesartan CPS 32 mg, Tabletten",B
1498251,62569,"Candesartan CPS 8 mg, Tabletten",B
1436658,62321,"Candesartan HCT Zentiva 16/12.5 mg, Tabletten",B
1436659,62321,"Candesartan HCT Zentiva 32/12.5 mg, Tabletten",B
1436660,62321,"Candesartan HCT Zentiva 32/25 mg, Tabletten",B
1436657,62321,"Candesartan HCT Zentiva 8/12.5 mg, Tabletten",B
1498255,62570,"Candesartan Plus CPS 16/12.5 mg, Tabletten",B
1498256,62570,"Candesartan Plus CPS 32/12.5 mg, Tabletten",B
1498257,62570,"Candesartan Plus CPS 32/25 mg, Tabletten",B
1498254,62570,"Candesartan Plus CPS 8/12.5 mg, Tabletten",B
1152155,58670,"Candesartan Sandoz 16 mg, Tabletten",B
1152156,58670,"Candesartan Sandoz 32 mg, Tabletten",B
1152152,58670,"Candesartan Sandoz 4 mg, Tabletten",B
1152154,58670,"Candesartan Sandoz 8 mg, Tabletten",B
1330873,66096,"Candesartan Spirig HC 16 mg, Tabletten",B
1330874,66096,"Candesartan Spirig HC 32 mg, Tabletten",B
1330871,66096,"Candesartan Spirig HC 4 mg, Tabletten",B
1330872,66096,"Candesartan Spirig HC 8 mg, Tabletten",B
1436663,62319,"Candesartan Zentiva 16 mg, Tabletten",B
1436664,62319,"Candesartan Zentiva 32 mg, Tabletten",B
1436661,62319,"Candesartan Zentiva 4 mg, Tabletten",B
1436662,62319,"Candesartan Zentiva 8 mg, Tabletten",B
1470158,67656,"Candesartan-Amlodipin-Mepha 16 mg/10 mg, Kapseln",B
1470157,67656,"Candesartan-Amlodipin-Mepha 16 mg/5 mg, Kapseln",B
1470156,67656,"Candesartan-Amlodipin-Mepha 8 mg/10 mg, Kapseln",B
1470155,67656,"Candesartan-Amlodipin-Mepha 8 mg/5 mg, Kapseln",B
1395623,59442,"Candida compositum D5, Tropfen",D
1404274,59443,"Candida parapsilosis D4, Kapseln",D
1401486,59440,"Candida parapsilosis D5, Tropfen",D
1462929,67419,"Canephron, überzogene Tabletten",D
1292206,37510,"Canesten, Creme",D
1285060,39725,"Canesten, Spray zur Anwendung auf der Haut, Lösung",D
1008525,47066,"Caniphedrin 20 mg ad us. vet., Tabletten für Hunde",B
1008526,47066,"Caniphedrin 50 mg ad us. vet., Tabletten für Hunde",B
1208437,60929,"Cansartan-Mepha 16, Tabletten",B
1208438,60929,"Cansartan-Mepha 32, Tabletten",B
1208435,60929,"Cansartan-Mepha 4, Tabletten",B
1208436,60929,"Cansartan-Mepha 8, Tabletten",B
1208585,61215,"Cansartan-Mepha plus 16/12.5, Tabletten",B
1277875,61215,"Cansartan-Mepha plus 32/12.5, Tabletten",B
1277876,61215,"Cansartan-Mepha plus 32/35, Tabletten",B
1208584,61215,"Cansartan-Mepha plus 8/12.5, Tabletten",B
26866,63212,"Cantharis comp., Globuli velati",D
1123565,60289,"Cantharis comp., Injektionslösung (s.c.)",B
1421440,66982,"Capecitabin Accord 150 mg, Filmtabletten",A
1421441,66982,"Capecitabin Accord 500 mg, Filmtabletten",A
1470160,62835,"Capecitabin Zentiva 150 mg, Filmtabletten",A
1470161,62835,"Capecitabin Zentiva 500 mg, Filmtabletten",A
1227501,62822,"Capecitabin-Teva 150 mg, Filmtabletten",A
1227502,62822,"Capecitabin-Teva 500 mg, Filmtabletten",A
1207012,62341,"Caprelsa 100 mg, comprimés pelliculés",A
1207011,62341,"Caprelsa 300 mg, comprimés pelliculés",A
14100,39716,"Caprisana, Salbe",D
1014651,55168,"Capstar S ad us.vet., Tabletten",D
1450987,67376,"Carbaglu 200 mg, Tabletten zur Herstellung einer Suspension zum Einnehmen",B
14107,38499,"Carbamid + VAS Widmer, Crème",B
1089698,38498,"Carbamid Crème Widmer, Crème",D
1343261,49236,Carbamid Emulsion Widmer,D
1072629,57275,"Carbidopa/Levodopa Sandoz CR 25/100, Retardtabletten",B
1072631,57275,"Carbidopa/Levodopa Sandoz CR 50/200, Retardtabletten",B
1163410,60655,"Carbo animalis / Corallium rubrum comp., Tropfen zum Einnehmen",D
1177869,60656,"Carbo animalis / Graphites comp., Tropfen zum Einnehmen",D
1163413,60660,"Carbo animalis / Spigelia anthelmia comp., Tropfen zum Einnehmen",D
1395387,66945,"Carbo Betulae comp., Kapseln",D
1116681,59890,"Carbo Betulae D8/Crataegus D2 aa, Ampullen (s.c.)",B
14117,37456,"Carbolevure, Capsules pour adultes",D
14116,37456,"Carbolevure, Capsules pour enfants",D
1177870,60661,"Carboneum sulfuratum / Helleborus niger comp., Tropfen zum Einnehmen",D
1389615,66717,"Carboplatin Accord 150 mg/15 ml, Infusionslösung",A
1389616,66717,"Carboplatin Accord 450 mg/45 ml, Infusionslösung",A
1389614,66717,"Carboplatin Accord 50 mg/5 ml, Infusionslösung",A
1389617,66717,"Carboplatin Accord 600 mg/60 ml, Infusionslösung",A
1224651,62902,"Carboplatin Labatec 150 mg / 15 ml, solution pour perfusion",A
1224652,62902,"Carboplatin Labatec 450 mg / 45 ml, solution pour perfusion",A
1253896,62902,"Carboplatin Labatec 50 mg / 5 ml, solution pour perfusion",A
1224653,62902,"Carboplatin Labatec 600 mg / 60 ml, solution pour perfusion",A
1363148,54829,"Carboplatin Sandoz 150 mg/15 ml, Infusionslösung",A
1363149,54829,"Carboplatin Sandoz 450 mg/45 ml, Infusionslösung",A
1363147,54829,"Carboplatin Sandoz 50 mg/5 ml, Infusionslösung",A
1363150,54829,"Carboplatin Sandoz 600 mg/60 ml, Infusionslösung",A
1346002,58289,"Carboplatin-Teva liquid 150 mg / 15 ml, Infusionslösung",A
1346003,58289,"Carboplatin-Teva liquid 450 mg / 45 ml, Infusionslösung",A
1346001,58289,"Carboplatin-Teva liquid 50 mg / 5 ml, Infusionslösung",A
1346004,58289,"Carboplatin-Teva liquid 600 mg / 60 ml, Infusionslösung",A
14351,36988,"Carbostesin 0,25 %, Injektionslösung",B
1557011,36988,"Carbostesin 0,25 %, Injektionslösung",B
14358,45590,"Carbostesin 0,5 % hyperbar, Injektionslösung",B
14352,36988,"Carbostesin 0,5 %, Injektionslösung",B
1557010,36988,"Carbostesin 0,5 %, Injektionslösung",B
14354,33998,"Carbostesin-Adrenalin 0,25 %, Injektionslösung",B
14355,33998,"Carbostesin-Adrenalin 0,5 %, Injektionslösung",B
14359,48914,"Carboticon, capsules",D
1174844,61450,"Carbovit, orale Suspension",D
1256439,55197,"Cardiax ASS 100, Filmtabletten",B
40048,51366,"Cardinorma, Tropfen zum Einnehmen",B
1454791,67272,"Cardiodoron neue Formel, Tropfen zum Einnehmen",D
1555625,68015,"Cardioplexol, Kardioplege Lösung",B
118101,55921,"Cardiplant 450, Filmtabletten",D
1046263,54617,"Cardura CR 4 mg, Filmtabletten",B
1046264,54617,"Cardura CR 8 mg, Filmtabletten",B
1186750,60160,"Carduus marianus comp., Tropfen",D
1123584,60250,"Carduus marianus/Oxalis, Solutio ad injectionem",B
1123583,60248,"Carduus marianus/Viscum Mali comp., Solutio ad injectionem",B
1457754,67670,"Cariban 10 mg/10 mg, gélule à libération modifiée",B
1434948,67161,"Carmenthin, magensaftresistente Weichkapsel",B
1605450,56866,"Carmol Bonbons contre la toux, comprimés à sucer",E
1509915,62343,"Carmol Bonbons pour la gorge, comprimés à sucer",E
14427,21861,Carmol Gouttes,D
101159,53164,"Carmol Massagefluid, Einreibemittel",D
1605452,59251,"Carmol pastilles contre la toux, Pastilles",E
114949,48529,Carmol Sportgel,D
1399553,48508,"Carnitene 1 g/10 ml, Trinklösung",B
1399554,43716,"Carnitene 1.0 g/5.0 ml, Injektionslösung",B
1399555,47597,"Carnitene,  Sirup",B
1399552,48509,"Carnitene, Kautabletten",B
1523938,62265,"Cartilago comp., Creme",D
68183,60249,"Cartilago comp., Solutio ad injectionem",B
1017517,58960,"Cartilago suis compositum ad us. vet., Injektionslösung",B
1408794,67009,"Cartilago suis compositum ad us. vet., Tabletten",D
81930,59000,"Cartilago suis compositum, Injektionslösung (s.c., i.m.)",B
81929,59001,"Cartilago suis compositum, Tabletten",D
1123644,60291,"Cartilago/Echinacea comp., Globuli velati",D
1123645,60251,"Cartilago/Mandragora comp., Solutio ad injectionem",B
1058521,57606,"Carvedilol Sandoz 12.5, Tabletten",B
1058522,57606,"Carvedilol Sandoz 25, Tabletten",B
1058523,57606,"Carvedilol Sandoz 50, Tabletten",B
1058520,57606,"Carvedilol Sandoz 6.25, Tabletten",B
1248404,57623,"Carvedilol Spirig HC 12.5, Tabletten",B
1248405,57623,"Carvedilol Spirig HC 25, Tabletten",B
1248402,57623,"Carvedilol Spirig HC 3.125, Tabletten",B
1248403,57623,"Carvedilol Spirig HC 6.25, Tabletten",B
1442858,57821,"Carvedilol Zentiva 12.5 mg, Tabletten",B
1442859,57821,"Carvedilol Zentiva 25 mg, Tabletten",B
1442857,57821,"Carvedilol Zentiva 6.25 mg, Tabletten",B
1052872,57652,"Carvedilol-Mepha 12.5, Tabletten",B
1052873,57652,"Carvedilol-Mepha 25, Tabletten",B
1052870,57652,"Carvedilol-Mepha 3.125 , Tabletten",B
1052871,57652,"Carvedilol-Mepha 6.25, Tabletten",B
1624527,68978,"Casgevy 4-13 x 10e6 cells/ml, Infusionsdispersion",A
94559,53312,"Casodex 150 mg, Filmtabletten",B
43694,53312,"Casodex 50 mg, Filmtabletten",B
1505097,68433,"Caspofungin Labatec 50 mg, Poudre pour solution à diluer pour perfusion",A
1505098,68433,"Caspofungin Labatec 70 mg, Poudre pour solution à diluer pour perfusion",A
1360740,66716,"Caspofungin Sandoz eco 50mg i.v., Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1360741,66716,"Caspofungin Sandoz eco 70mg i.v., Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1557441,67186,"Caspofungin Viatris 50 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1557442,67186,"Caspofungin Viatris 70 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1411191,67231,"Caspofungin-Mepha 50 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1411192,67231,"Caspofungin-Mepha 70 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
27846,38638,"Catapresan, Injektionslösung",B
27847,33148,"Catapresan, Tabletten",B
1621323,69231,"Catiolanze, Emulsion ophtalmique en gouttes en récipient unidose",B
1238362,52510,"Caverject 10 ug, Injektionspräparat",A
1238363,52510,"Caverject 20 ug, Injektionspräparat",A
107968,55674,"Caverject DC 10, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung in einer Fertigspritze",A
107971,55674,"Caverject DC 20, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung in einer Fertigspritze",A
1170937,59389,"Cayston, Pulver und Lösungsmittel zur Herstellung einer Lösung für einen Vernebler (mit Altera-Vernebler)",A
14451,41720,"Ceclor 250 mg, Granulat zur Herstellung einer oralen Suspension",A
40898,52179,"Ceclor Retard 375 mg, Filmtabletten",A
40899,52179,"Ceclor Retard 500 mg, Filmtabletten",A
40900,52179,"Ceclor Retard 750 mg, Filmtabletten",A
1062643,45352,"Cedur retard, Retardtabletten",B
1004553,56113,"Cefamadar, Tabletten",D
1149982,60009,"Cefazolin Labatec 1 g i.v./i.m., poudre pour solution injectable ou pour perfusion",A
1149983,60009,"Cefazolin Labatec 2 g i.v., poudre pour solution pour perfusion",A
1016366,55729,"Cefazolin Sandoz 1 g i.m./ i.v., Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1634916,69642,"Cefepime OrPha 1 g, Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1634917,69642,"Cefepime OrPha 2 g, Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1067826,57474,"Cefpodoxim Sandoz 100, Filmtabletten",A
1067827,57474,"Cefpodoxim Sandoz 200, Filmtabletten",A
1146879,59876,"Ceftriaxon Labatec 1 g i.v./i.m., poudre pour solution injectable",A
1146883,59876,"Ceftriaxon Labatec 2 g i.v., poudre pour solution pour perfusion",A
1521710,68535,"Ceftriaxon Lagap 1000 mg i.v./i.m., Polvere per soluzione iniettabile",A
1521711,68535,"Ceftriaxon Lagap 2000 mg i.v., Polvere per soluzione per infusione",A
1521709,68535,"Ceftriaxon Lagap 500 mg i.v., Polvere per soluzione iniettabile",A
1123663,58694,"Cefuroxim Axapharm 250 mg, Filmtabletten",A
1123665,58694,"Cefuroxim Axapharm 500 mg, Filmtabletten",A
1145092,61338,"Cefuroxim Fresenius i.v. 1500 mg, Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1145091,61338,"Cefuroxim Fresenius i.v. 750 mg, Pulver zur Herstellung einer Injektions-/Infusionslösung",A
1170445,61475,"Cefuroxim Labatec i.v. 1,5 g, poudre pour solution injectable/pour perfusion",A
1170444,61475,"Cefuroxim Labatec i.v. 750 mg, poudre pour solution injectable",A
1028781,55987,"Cefuroxim Sandoz 250mg, Filmtabletten",A
1556564,55987,"Cefuroxim Sandoz 250mg, Filmtabletten",A
1028782,55987,"Cefuroxim Sandoz 500mg, Filmtabletten",A
1556565,55987,"Cefuroxim Sandoz 500mg, Filmtabletten",A
1256983,61209,"Cefuroxim Spirig HC 250 mg, Filmtabletten",A
1256984,61209,"Cefuroxim Spirig HC 500 mg, Filmtabletten",A
