Prd_Nr,Swissmedic_Nr,Swissmedic_Nm,Abgabekategorie
76361,55183,"Spiralgin 500, Filmtabletten (teilbar)",B
42239,38840,"Spiricort 20, Filmtabletten",B
42238,38840,"Spiricort 5, Filmtabletten",B
42242,38840,"Spiricort 50, Filmtabletten",B
1009898,55855,"Spiriva 18 mcg, Kapseln zur Inhalation",B
1413224,67396,"Spiriva Respimat 2.5 mcg, Lösung zur Inhalation (wiederverwendbar)",B
43262,53630,"Sporanox G, Kapseln",B
30149,49610,"Sporanox, Kapseln",B
1092582,58408,"Sportusal assan thermo, Creme",D
1259717,50751,"Sportusal sine Heparino, Spray",D
1238281,47077,"Sportusal, Emgel",D
16749,47078,"Sportusal, Gel",D
1442149,67103,"Spravato, Nasenspray, Lösung",A
1144418,57658,"Sprycel 100 mg, Filmtabletten",A
1057440,57658,"Sprycel 20 mg, Filmtabletten",A
1057441,57658,"Sprycel 50 mg, Filmtabletten",A
1057442,57658,"Sprycel 70 mg, Filmtabletten",A
16792,43007,"Squa-med, Shampoo",D
1003512,56676,"Stalevo 100/25/200 mg, Filmtabletten",B
1147664,56676,"Stalevo 125/31.25/200 mg, Filmtabletten",B
1003513,56676,"Stalevo 150/37.5/200 mg, Filmtabletten",B
1128807,56676,"Stalevo 200/50/200 mg, Filmtabletten",B
1003511,56676,"Stalevo 50/12.5/200 mg, Filmtabletten",B
1147661,56676,"Stalevo 75/18.75/200 mg, Filmtabletten",B
1362632,62573,"Staloral 3 Bäume 10 IR/ml und 300 IR/ml, Lösung zur sublingualen Anwendung",A
1362633,62573,"Staloral 3 Bäume 300 IR/ml, Lösung zur sublingualen Anwendung",A
1362634,57504,"Staloral Birke 10 IR/ml und 300 IR/ml, Lösung zur sublingualen Anwendung",A
1362635,57504,"Staloral Birke 300 IR/ml, Lösung zur sublingualen Anwendung",A
61640,520,"Stamaril, poudre et solvant pour suspension injectable",A
27114,59831,"Stannum metallicum 0,4 %, Salbe",D
27115,59831,"Stannum metallicum 5 %, Crème",B
1242862,60320,"Stannum/Symphytum comp., Injektionslösung (s.c.)",B
1325248,62617,"Staphylococcus aureus comp. D13, Nasenspray",D
1325249,62617,"Staphylococcus aureus comp. D9, Nasenspray",B
1008586,43271,Starke grüne Salbe ad us. vet.,D
1397342,66577,"Steglatro 5 mg, Filmtabletten",B
1397343,66578,"Steglujan 5 mg /100 mg, Filmtabletten",B
1357957,66135,"Stelara 130 mg, Konzentrat zur Herstellung einer Infusionslösung",B
1362831,59066,"Stelara 45 mg, Injektionslösung",B
1166947,61267,"Stelara 45 mg, Injektionslösung in Fertigspritze",B
1605848,69382,"Stelara 45 mg/0.5 ml, Injektionslösung im Fertigpen",B
1166948,61267,"Stelara 90 mg, Injektionslösung in Fertigspritze",B
1605849,69382,"Stelara 90 mg/1.0 ml, Injektionslösung im Fertigpen",B
26934,59563,"Stibium metallicum praeparatum 0,4%, Creme",B
1116135,59979,"Stibium metallicum praeparatum D20, Injektionslösung (s.c.)",B
1116136,59979,"Stibium metallicum praeparatum D30, Injektionslösung (s.c.)",B
1250616,59523,"Stibium metallicum praeparatum D6, Ampullen (i.v.)",B
1116137,59979,"Stibium metallicum praeparatum D6, Injektionslösung (s.c.)",B
17287,43307,"Stilamin 3 mg, Pulver zur Herstellung einer Infusionslösung",A
1324768,41312,"Stilex, gel",D
1033568,57409,"Stilnox CR 12.5 mg, comprimés à libération contrôlée",B
1033567,57409,"Stilnox CR 6.25 mg, comprimés à libération contrôlée",B
17307,49106,"Stilnox, comprimés pelliculés sécables",B
1231204,62808,"Stivarga 40 mg, Filmtabletten",A
81685,56731,"Stodal, sirop",D
95230,26310,Strath Rekonvaleszenz-Tropfen,E
1330869,66086,"Strensiq 100mg/ml, Injektionslösung",A
1330868,66086,"Strensiq 40mg/ml, Injektionslösung",A
1331195,66086,"Strensiq 40mg/ml, Injektionslösung",A
1331196,66086,"Strensiq 40mg/ml, Injektionslösung",A
1481204,65201,"Strepsils Dolo Orange, Lutschtabletten",D
1322335,65577,"Strepsils Dolo Spray, Spray zur Anwendung in der Mundhöhle",D
1220226,58523,"Strepsils Dolo, Lutschtabletten mit Honig/Zitonengeschmack",D
1220723,58443,"Strepsils Erdbeer, Lutschtabletten",D
1138621,58440,"Strepsils Honig & Zitrone, Lutschtabletten",D
1515523,68593,"Striascan 74 MBq/ml, Injektionslösung",A
1251708,62673,"Stribild, Filmtabletten",A
1413225,67399,"Striverdi Respimat 2.5 mcg, Lösung zur Inhalation (wiederverwendbar)",B
1030467,55397,"Stronghold 120 mg ad us. vet., Lösung zum Auftropfen",B
1030463,55397,"Stronghold 15 mg ad us. vet., Lösung zum Auftropfen",B
1030468,55397,"Stronghold 240 mg ad us. vet., Lösung zum Auftropfen",B
1030464,55397,"Stronghold 30 mg ad us. vet., Lösung zum Auftropfen",B
1030465,55397,"Stronghold 45 mg ad us. vet., Lösung zum Auftropfen",B
1030466,55397,"Stronghold 60 mg ad us. vet., Lösung zum Auftropfen",B
1119892,40560,"Strongid-P ad us.vet., Paste",B
1124930,60296,"Strophanthus comp., Injektionslösung (s.c.)",B
17646,38477,"Structum 500, Kapseln",B
73609,54732,"Subutex 0,4 mg, Sublingualtabletten",A
73611,54732,"Subutex 2 mg, Sublingualtabletten",A
73612,54732,"Subutex 8 mg, Sublingualtabletten",A
1517402,68371,"Subvectin 3 mg, comprimés",B
1211368,62303,"Succicaptal, Kapseln",A
17809,21505,"Succinolin 100 mg/2 ml, Injektionslösung",B
1269746,62898,"Sue 20, Filmtabletten",B
1269751,62899,"Sue 30, Filmtabletten",B
35393,52413,"Sufenta forte, Injektionslösung",A
1510132,52413,"Sufenta forte, Injektionslösung",A
35392,52413,"Sufenta, Injektionslösung",A
1510131,52413,"Sufenta, Injektionslösung",A
1630619,69703,"Sugammadex Fresenius i.v. 200 mg/2 ml, Injektionslösung",B
1630620,69703,"Sugammadex Fresenius i.v. 500 mg/5 ml, Injektionslösung",B
1601657,68594,"Sugammadex Ideogen 200 mg / 2 ml, Injektionslösung",B
1601658,68594,"Sugammadex Ideogen 500 mg / 5 ml, Injektionslösung",B
1558474,69239,"Sugammadex Labatec 200 mg/2ml, solution injectable",B
1558475,69239,"Sugammadex Labatec 500 mg/5ml, solution injectable",B
1606116,69439,"Sugammadex Sandoz 200 mg/2 ml, Injektionslösung",B
1606117,69439,"Sugammadex Sandoz 500 mg/5 ml, Injektionslösung",B
1630933,69587,"Sugammadex Sintetica 200 mg/2 ml, soluzione iniettabile",B
1630408,69408,"Sugammadex Spirig HC 200 mg/2 ml (100 mg/ml), Injektionslösung",B
1630409,69408,"Sugammadex Spirig HC 500 mg/5 ml (100 mg/ml), Injektionslösung",B
1613197,69530,"Sugammadex Viatris 200 mg/ 2 ml, Injektionslösung",B
1613198,69530,"Sugammadex Viatris 500 mg/ 5 ml, Injektionslösung",B
1552646,69000,"Sugammadex-Mepha 200 mg/2 ml, Injektionslösung",B
1552647,69000,"Sugammadex-Mepha 500 mg/5 ml, Injektionslösung",B
17902,37234,"Sulfarlem S 25, Dragées",D
1371920,48726,"Sulgan N Zupfboxe, Tüchlein",D
95451,48724,"Sulgan N, Salbe",D
95452,48725,"Sulgan N, Suppositorien",D
1369425,66283,"Suliqua 100/33, solution injectable",B
1369424,66283,"Suliqua 100/50, solution injectable",B
1082377,57480,"Sumatriptan Sandoz, Tabletten",B
1609630,62417,"Sumatriptan Spirig HC, Tabletten",B
1473523,59464,"Sumatriptan Zentiva 50 mg, Filmtabletten",B
1365118,58340,"Sumatriptan-Mepha, Filmtabletten",B
1395315,67191,"SUN STORE Acetylcystein 600, Brausetabletten",D
1395316,67222,"SUN STORE Bisacodyl 5mg, Dragées",D
1417617,67604,"Sun Store Cetirizin, Filmtabletten",D
1395313,67192,"SUN STORE Dextromethorphan, Hustensirup",B
1409349,67365,"SUN STORE Diclofenac 25, Kapseln",D
1417821,67560,"SUN STORE Diclofenac Gel, Emulsions-Gel",D
1607813,69660,"SUN STORE Fexofenadin 120 mg, Filmtabletten",D
1510030,68941,"SUN STORE Flumol Grippe, Pulver zur Herstellung einer Lösung zum Einnehmen",D
1539956,69187,"SUN STORE Flurbiprofen 8.75 mg, Lutschtabletten",D
1476807,68408,"SUN STORE Glycolax, Suppositorien",D
1401409,67274,"SUN STORE Ibuprofen 400, Filmtabletten",D
1396296,67224,"SUN STORE Loperamid 2 mg, Kapseln",D
1406535,67355,"SUN STORE Nieren- und Blasendragées, Filmtabletten",D
1618234,69762,"SUN STORE Pantoprazol 20 mg, magensaftresistente Tabletten",D
1426614,67642,"SUN STORE Paracetamol, Tabletten",D
1404221,67290,SUN STORE Pastilles bronchiques,E
1454805,68076,"Sun Store Xylo Plus, Nasenspray",D
1557336,68094,"Sunitinib Viatris 12.5 mg, Hartkapseln",A
1557337,68094,"Sunitinib Viatris 25 mg, Hartkapseln",A
1557338,68094,"Sunitinib Viatris 50 mg, Hartkapseln",A
1482930,68134,"Sunitinib Zentiva 12.5 mg, Hartkapseln",A
1482931,68134,"Sunitinib Zentiva 25 mg, Hartkapseln",A
1482932,68134,"Sunitinib Zentiva 50 mg, Hartkapseln",A
1474531,67781,"Sunitinib-Teva 12.5 mg, Hartkapseln",A
1474532,67781,"Sunitinib-Teva 25 mg, Hartkapseln",A
1474534,67781,"Sunitinib-Teva 50 mg, Hartkapseln",A
1552648,68386,"Sunlenca, Filmtabletten",A
1552649,68385,"Sunlenca, Injektionslösung",A
1507820,68177,"Sunosi 150 mg, Filmtabletten",B
1507819,68177,"Sunosi 75 mg, Filmtabletten",B
1001309,49621,"Supposte di glicerina Fonte SA, supposte per adulti",D
18111,49771,"Supracyclin Tabs forte, Tabletten",A
18110,49771,"Supracyclin Tabs, Tabletten",A
1323646,57288,"Supradyn Vital 50+, Brausetabletten",D
1556750,54749,"Supradyn Vital 50+, Filmtabletten",D
40683,52611,"Suprane, Inhalationsanästhetikum",B
18220,28789,"Surmontil 100 mg, comprimés sécables",B
18218,28789,"Surmontil 25 mg, comprimés sécables",B
18217,29479,"Surmontil, gouttes",B
1039049,57563,"Sutent 12.5 mg, Hartkapseln",A
1039050,57563,"Sutent 25 mg, Hartkapseln",A
1039051,57563,"Sutent 50 mg, Hartkapseln",A
1269752,62900,"Suzanne, Filmtabletten",B
1026274,56942,"Swidro Arnica-Gel mit Spilanthes, Gel",D
1521394,69121,"Swidro Bronchialpastillen N, Lutschpastillen",E
1277856,61470,Swidro Nieren- und Blasendragées,D
1026276,56943,"Swidro Rusco Salben-Gel, Gel",D
1026277,56941,"Swidro Wallwurz-Gel, Gel",D
1214878,62073,"Sycrest 10 mg, Sublingualtabletten",B
1214877,62073,"Sycrest 5 mg, Sublingualtabletten",B
1284590,65183,"Sylvant 100 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1284591,65183,"Sylvant 400 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
93068,55568,"Symbicort 100/6 Turbuhaler, Pulver zur Inhalation",B
93069,55568,"Symbicort 200/6 Turbuhaler, Pulver zur Inhalation",B
125120,55568,"Symbicort 400/12 Turbuhaler, Pulver zur Inhalation",B
1475221,676,"Symbioflor Bronchoprotect, Suspension",D
1474609,677,"Symbioflor Reizdarm, Tropfen zum Einnehmen, Suspension",D
1414045,66742,"Symdeko 100 mg / 150 mg und 150 mg, Filmtabletten",A
1320211,52408,"Symfona 120 mg, gélules",B
1302801,63137,"Symfona 240 mg, comprimés pelliculés",B
1326645,57427,Symfonel 120 mg,D
18787,31841,"Symmetrel, Kapseln",B
1547510,68982,"Symphytum comp. N, Tropfen zum Einnehmen",D
1414304,66779,"Symtuza, Filmtabletten",A
18813,31723,"Synacthen, Injektionslösung",B
1329364,65695,"Synagis 100 mg/1 ml, Injektionslösung",A
1329363,65695,"Synagis 50 mg/0.5 ml, Injektionslösung",A
18849,29729,"Synalar-N, crème",B
18850,29730,"Synalar-N, pommade",B
1632920,22114,"Syntocinon 5 I.E., Konzentrat zur Herstellung einer Injektions- / Infusionslösung",B
18907,25644,"Syntocinon Nasenspray, Lösung",B
74898,54715,"Systen Conti, transdermale Pflaster",B
74899,54716,"Systen Sequi, transdermale Pflaster (Kombipackung)",B
1116167,59937,"Tabacum Cupro cultum Rh D3, Ampullen (s.c.)",B
1471906,67648,"Tabrecta 150 mg, Filmtabletten",A
1471907,67648,"Tabrecta 200 mg, Filmtabletten",A
1010906,670,"TachoSil, Schwamm",B
1010907,670,"TachoSil, Schwamm",B
1010908,670,"TachoSil, Schwamm",B
1620837,69226,"Tacrocutan 0,03%, Salbe",B
1474959,67746,"Tacrocutan 1 mg/g, Salbe",B
1367709,66220,"Tadalafil axapharm 10mg, Filmtabletten",B
1367710,66220,"Tadalafil axapharm 20mg, Filmtabletten",B
1367708,66220,"Tadalafil axapharm 5mg, Filmtabletten",B
1451323,67968,"Tadalafil PAH OrPha 20 mg, Filmtabletten",B
1451324,67624,"Tadalafil PAH Spirig HC 20 mg, Filmtabletten",B
1445581,66443,"Tadalafil PAH-Mepha, Filmtabletten",B
1361203,66581,"Tadalafil Sandoz 10mg, Filmtabletten",B
1361201,66581,"Tadalafil Sandoz 2.5mg, Filmtabletten",B
1361204,66581,"Tadalafil Sandoz 20mg, Filmtabletten",B
1361202,66581,"Tadalafil Sandoz 5mg, Filmtabletten",B
1475656,67625,"Tadalafil Spirig HC, 10 mg, Filmtabletten",B
1475657,67625,"Tadalafil Spirig HC, 20 mg, Filmtabletten",B
1475655,67625,"Tadalafil Spirig HC, 5 mg, Filmtabletten",B
1621563,69170,"Tadalafil Zentiva 10 mg, Filmtabletten",B
1621564,69170,"Tadalafil Zentiva 20 mg, Filmtabletten",B
1621562,69170,"Tadalafil Zentiva 5 mg, Filmtabletten",B
1322256,66083,"Tadalafil-Mepha 10 mg, Filmtabletten",B
1322254,66083,"Tadalafil-Mepha 2.5 mg, Filmtabletten",B
1322257,66083,"Tadalafil-Mepha 20 mg, Filmtabletten",B
1322255,66083,"Tadalafil-Mepha 5 mg, Filmtabletten",B
1556213,69135,"Tafinlar 10 mg, Tablette zur Herstellung einer Suspension zum Einnehmen",A
1258863,62781,"Tafinlar 50 mg , Hartkapseln",A
1258864,62781,"Tafinlar 75 mg , Hartkapseln",A
1323301,65872,"Tagrisso 40 mg, Filmtabletten",A
1323302,65872,"Tagrisso 80 mg, Filmtabletten",A
1615752,68178,"TAKHZYRO 150 mg, Injektionslösung in einer Fertigspritze",B
1462305,68178,"TAKHZYRO 300 mg, Injektionslösung in einer Fertigspritze",B
1498716,67963,"Takrozem 1 mg/g, Salbe",B
57058,52678,"Taloxa 600 mg, Tabletten",A
57056,52679,"Taloxa, Suspension",A
1554262,65906,"Taltz 80 mg, solution injectable en seringue préremplie",B
1554263,65907,"Taltz 80 mg, solution injectable en stylo prérempli",B
1553904,69049,"Talvey 3 mg/1.5 ml, Injektionslösung",A
1553905,69049,"Talvey 40 mg/1.0 ml, Injektionslösung",A
1436617,67141,"Talzenna 0.25 mg, Hartkapseln",A
1436618,67141,"Talzenna 1 mg, Hartkapseln",A
19389,45710,"Tambocor, Injektionslösung",B
19390,45711,"Tambocor, Tabletten",B
91547,54989,"Tamec 20 mg, Filmtabletten",A
1106958,55196,"Tamiflu 30 mg, Kapseln",B
1106960,55196,"Tamiflu 45 mg, Kapseln",B
1217601,56176,"Tamiflu 6 mg/ml, Pulver zur Herstellung einer Suspension zum Einnehmen",B
78602,55196,"Tamiflu 75 mg, Kapseln",B
19391,49059,"Tamoxifen Farmos 10 mg, Tabletten",A
19392,49059,"Tamoxifen Farmos 20 mg, Tabletten",A
1449910,58173,"Tamsulosin axapharm, Retardkapseln",B
1417856,67254,"Tamsulosin retard Zentiva 0.4 mg, Retardkapseln",B
1173410,62112,"Tamsulosin Sandoz eco 0.4mg,  Retardkapseln",B
1081220,58170,"Tamsulosin Streuli 0,4 mg, Retardkapseln",B
1207674,61365,"Tamsulosin T Sandoz, Retardtabletten",B
1372119,62817,"Tamsulosin T Spirig HC, Retardtabletten",B
1214856,62292,"Tamsulosin T-Mepha retard, Retardtabletten",B
1380745,58828,"Tamsulosin-Mepha retard, Depocaps",B
1362824,58162,"Tamsunax 0,4 mg, Retardkapseln",B
1403707,32238,"Tannosynt flüssig, Konzentrat zur Herstellung einer Lösung zur Anwendung auf der Haut",D
1496674,68784,"Tapentadol Sandoz Retard 100 mg, Retardtabletten",A
1496675,68784,"Tapentadol Sandoz Retard 150 mg, Retardtabletten",A
1496676,68784,"Tapentadol Sandoz Retard 200 mg, Retardtabletten",A
1496672,68784,"Tapentadol Sandoz Retard 25 mg, Retardtabletten",A
1496677,68784,"Tapentadol Sandoz Retard 250 mg, Retardtabletten",A
1496673,68784,"Tapentadol Sandoz Retard 50 mg, Retardtabletten",A
1555642,68903,"Tapentadol Spirig HC retard 100 mg, Retardtabletten",A
1555643,68903,"Tapentadol Spirig HC retard 150 mg, Retardtabletten",A
1555644,68903,"Tapentadol Spirig HC retard 200 mg, Retardtabletten",A
1555640,68903,"Tapentadol Spirig HC retard 25 mg, Retardtabletten",A
1555645,68903,"Tapentadol Spirig HC retard 250 mg, Retardtabletten",A
1555641,68903,"Tapentadol Spirig HC retard 50 mg, Retardtabletten",A
1342194,66073,"Taptiqom 15mcg/ml + 5mg/ml, unidose de collyre",B
1014413,57266,"Tarceva 100 mg, Filmtabletten",A
1014414,57266,"Tarceva 150 mg, Filmtabletten",A
1014898,57266,"Tarceva 25 mg, Filmtabletten",A
1411048,37448,"Tardyferon, Retardtabletten",D
1141516,58683,"Targin 10 mg/5 mg, Tabletten retard",A
1141517,58683,"Targin 20 mg/10 mg, Tabletten retard",A
1190437,58683,"Targin 40 mg/20 mg, Tabletten retard",A
1190436,58683,"Targin 5 mg/2.5 mg, Tabletten retard",A
1321537,58683,"Targin 60 mg/30 mg, Tabletten retard",A
1321538,58683,"Targin 80 mg/40 mg, Tabletten retard",A
100358,55426,"Tarka, Filmtabletten",B
1187102,60175,"Tartarus depuratus comp., Tropfen",D
1161110,58007,"Tasigna 150 mg, Kapseln",A
1067976,58007,"Tasigna 200 mg, Kapseln",A
1376768,58007,"Tasigna 50 mg, Kapseln",A
56932,54055,"Tasmar 100 mg, Filmtabletten",A
19679,43668,"Taurolin 2 % Taurolidin, Instillationslösung",B
60330,54365,"Tavanic 250 mg, comprimés pelliculés",A
60329,54365,"Tavanic 500 mg, comprimés pelliculés",A
60328,54366,"Tavanic i.v. 500, solution pour perfusion",A
19687,35501,"Tavegyl, Injektionslösung",B
19690,33667,"Tavegyl, Tabletten",D
1501164,66772,"Tavneos 10 mg, Hartkapseln",B
19693,53853,"Tavolax, dragées",D
19694,52364,"Taxol 100 mg/16.7 ml, Konzentrat zur Herstellung einer Infusionslösung",A
19695,52364,"Taxol 30 mg/5 ml, Konzentrat zur Herstellung einer Infusionslösung",A
126292,52364,"Taxol 300 mg/5 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1183805,53262,"Taxotere 20 mg, solution à diluer pour perfusion",A
88344,40512,"Tears Naturale, Augentropfen",D
1370099,58900,"Tebofortin intens 120, Filmtabletten",D
1503515,58900,"Tebofortin uno 240, Filmtabletten",D
1063052,54534,"Tebokan 120, Filmtabletten",B
1503516,54534,"Tebokan 240, Filmtabletten",B
1353624,66152,"Tecentriq 1200 mg/20 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1413963,66152,"Tecentriq 840 mg/14 ml, Konzentrat zur Herstellung einer Infusionslösung",A
1615191,69262,"TECENTRIQ subkutan 1875 mg/15ml, Injektionslösung zur subkutanen Anwendung",A
1028739,44521,"Teceos, Markierungsbesteck",A
1274803,62831,"Tecfidera 120 mg, magensaftresistente Hartkapseln",B
1274804,62831,"Tecfidera 240 mg, magensaftresistente Hartkapseln",B
1369175,55446,"TechneScan DMSA, Markierungsbesteck",A
1089200,42809,"TechneScan DTPA, Markierungsbesteck",A
1027920,49638,"TechneScan HDP, Markierungsbesteck",A
1027921,49796,"TechneScan MAG3, Tc-99m-Markierungsbesteck",A
1519823,68747,"Tecvayli 153 mg/1.7 ml, Injektionslösung",A
1519750,68747,"Tecvayli 30 mg/3 ml, Injektionslösung",A
1394345,66434,"Teglutik 50mg/10ml, suspension buvable",B
20090,36896,"Tegretol 2%, Suspension zum Einnehmen",B
33128,29789,"Tegretol 200, Tabletten",B
33129,29789,"Tegretol 400, Tabletten",B
20093,47443,"Tegretol CR 200, Retardtabletten",B
20095,47443,"Tegretol CR 400, Retardtabletten",B
1147757,59765,"Teicoplanin Labatec, poudre pour solution injectable/pour perfusion",A
20216,49508,"Telebrix Gastro, Lösung zum Einnehmen/Rektallösung",B
56321,54204,"Telfast 120, überzogene Tabletten",D
1501308,54204,"Telfast 180, überzogene Tabletten",D
1544572,61283,"Telfastin 120, überzogene Tabletten",D
1544573,61283,"Telfastin 180, überzogene Tabletten",D
1158260,61283,"Telfastin Allergo 120, überzogene Tabletten",D
1211354,62466,"Telmisartan Sandoz 40 mg, Tabletten",B
1211355,62466,"Telmisartan Sandoz 80 mg, Tabletten",B
1258586,63077,"Telmisartan Spirig HC 40 mg, Filmtabletten",B
1258587,63077,"Telmisartan Spirig HC 80 mg, Filmtabletten",B
1483824,62756,"Telmisartan Zentiva 40 mg, Tabletten",B
1483825,62756,"Telmisartan Zentiva 80 mg, Tabletten",B
1291282,65314,"Telmisartan-HCT-Mepha 80/12.5 mg, Tabletten",B
1291283,65314,"Telmisartan-HCT-Mepha 80/25 mg, Tabletten",B
1313595,62921,"Telmisartan-Mepha 40mg, Tabletten",B
1313596,62921,"Telmisartan-Mepha 80mg, Tabletten",B
20228,36203,"Temesta 1mg, Tabletten",B
20229,36203,"Temesta 2.5mg, Tabletten",B
20230,47102,"Temesta Expidet 1 mg, Lyophilisat zum Einnehmen",B
20231,47102,"Temesta Expidet 2.5 mg, Lyophilisat zum Einnehmen",B
20234,44100,"Temgesic 0,2 mg, Sublingualtabletten",A
20235,44100,"Temgesic 0,4 mg, Sublingualtabletten",A
79455,54577,"Temodal 100 mg, Kapseln",A
1086493,54577,"Temodal 140 mg, Kapseln",A
1086494,54577,"Temodal 180 mg, Kapseln",A
79453,54577,"Temodal 20 mg, Kapseln",A
79457,54577,"Temodal 250 mg, Kapseln",A
79451,54577,"Temodal 5 mg, Kapseln",A
1437348,67020,"Temozolomid Accord 100 mg, Kapseln",A
1437349,67020,"Temozolomid Accord 140 mg, Kapseln",A
1437350,67020,"Temozolomid Accord 180 mg, Kapseln",A
1437347,67020,"Temozolomid Accord 20 mg, Kapseln",A
1437351,67020,"Temozolomid Accord 250 mg, Kapseln",A
1437346,67020,"Temozolomid Accord 5 mg, Kapseln",A
1518843,68606,"Temozolomid Devatis 100 mg, Kapseln",A
1518844,68606,"Temozolomid Devatis 140 mg, Kapseln",A
1518845,68606,"Temozolomid Devatis 180 mg, Kapseln",A
1518842,68606,"Temozolomid Devatis 20 mg, Kapseln",A
1518846,68606,"Temozolomid Devatis 250 mg, Kapseln",A
1518841,68606,"Temozolomid Devatis 5 mg, Kapseln",A
1167156,61225,"Temozolomid-Teva 100 mg, Kapseln",A
1167157,61225,"Temozolomid-Teva 140 mg, Kapseln",A
1167158,61225,"Temozolomid-Teva 180 mg, Kapseln",A
1167155,61225,"Temozolomid-Teva 20 mg, Kapseln",A
1167159,61225,"Temozolomid-Teva 250 mg, Kapseln",A
1167154,61225,"Temozolomid-Teva 5 mg, Kapseln",A
26377,49153,"Tenderdol, gel",D
1629927,68135,"Tenkasi 1200 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1508548,68135,"Tenkasi 400 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung",A
1352175,66282,"Tenofovir Sandoz 245 mg, Filmtabletten",A
1311224,65564,"Tenofovir-Mepha, Lactab",A
20272,42204,"Tenoretic mite, Filmtabletten",B
20271,42204,"Tenoretic, Filmtabletten",B
20275,39879,"Tenormin mite, Tabletten",B
29316,39879,"Tenormin submite, Tabletten",B
20274,39879,"Tenormin, Tabletten",B
1261850,62844,"Tepadina 100 mg, polvere per soluzione per infusione",A
1261849,62844,"Tepadina 15 mg, polvere per soluzione per infusione",A
1635791,68397,"TEPADINA 200 mg, polvere e solvente per soluzione per infusione",A
1491893,68397,"TEPADINA 400 mg, polvere e solvente per soluzione per infusione",A
1561674,69161,"Tepkinly 4 mg/0.8 ml, Konzentrat zur Herstellung einer Injektionslösung",A
1561673,69481,"Tepkinly 48 mg/0.8 ml, Injektionslösung",A
1468390,68113,"Tepmetko 225 mg, Filmtabletten",A
1017990,56844,"Terbifil 250, Tabletten",B
1076760,58452,"Terbinafin Axapharm 250 mg, Tabletten",B
1437841,57509,"Terbinafin Zentiva 250 mg, Tabletten",B
1437839,57513,"Terbinafin Zentiva, Creme",D
1022076,57174,"Terbinafin-Mepha 125, Tabletten",B
1022077,57174,"Terbinafin-Mepha 250, Tabletten",B
1076823,57865,"Terbinafin-Mepha, Crème",D
1022065,57485,"Terbinax 125 mg, Tabletten",B
1022066,57485,"Terbinax 250 mg, Tabletten",B
1636912,69756,"Teriflunomid Devatis 14 mg QOD, Filmtabletten",B
1636911,69756,"Teriflunomid Devatis 14 mg, Filmtabletten",B
1496971,68740,"Teriflunomid Sandoz 14 mg, Filmtabletten",B
1556626,68936,"Teriflunomid Spirig HC 14 mg, Filmtabletten",B
1549868,68744,"Teriflunomid-Mepha 14 mg, Filmtabletten",B
1373460,66102,"Teriparatid-Mepha, Injektionslösung",B
1404380,66820,"Terrosa, Injektionslösung",B
1417465,66820,"Terrosa, Injektionslösung",B
1504108,53698,"Terzolin, Shampoo",D
1366716,55974,"Tesalin N, Filmtabletten",D
1417857,66816,"Testavan 23 mg, Gel",B
1020080,56779,"Testogel 50 mg, Gel",B
1630513,69252,"Testogel Dosiergel, transdermales Gel",B
1634750,68976,"Testosteron Spirig HC, Injektionslösung",B
1601659,68989,"Testosteron-Mepha 1000 mg / 4 ml, Injektionslösung",B
20612,17626,"Testoviron Depot 250 mg, Injektionslösung",B
1267398,673,"Tetagam P, Injektionslösung",B
62623,47000,"Tetracaine 1 % SDU Faure, Augentropfen",B
1026105,56853,"Tetralysal, Kapseln",A
1610825,612,"Tetravac, suspension injectable",B
1616233,68960,"Tevimbra, 100 mg / 10 ml  Konzentrat zur Herstellung einer Infusionslösung",A
1554601,69080,"Tezspire 110 mg/ml, Injektionslösung in einem Fertigpen",B
1500596,68454,"Tezspire, Injektionslösung in einer Fertigspritze",B
1165365,62451,"Thiopental Inresa 0.5g, Pulver zur Herstellung einer Injektionslösung / Infusionslösung",B
1151383,59031,"Thromboreductin 0.5 mg, Kapseln",B
1187103,59630,Thuja comp. Trituratio,B
1115543,59940,"Thuja occidentalis 20%, Flüssigkeit zur Anwendung auf der Haut",D
1115463,59761,"Thuja occidentalis Argento culta Rh D3, Ampullen (s.c.)",B
1115464,59737,"Thuja occidentalis Argento culta Rh D3, Dilutio aquosa",D
1559185,59603,"Thuja occidentalis TM, Tropfen zum Einnehmen",D
60410,53588,"Thymoglobuline, poudre pour solution à diluer pour perfusion",B
104490,61397,"Thymuline C6, globules",D
1021876,61397,"Thymuline C6, globules",D
1044688,59666,"Thymuline C6, globules",D
1151057,61397,"Thymuline C6, globules",D
1151061,61397,"Thymuline C6, globules",D
104492,61397,"Thymuline D12, globules",D
37850,59666,"Thymuline D12, granules/globules",D
1043001,59666,"Thymuline D12, granules/globules",D
82069,58976,"Thyreoidea compositum, Injektionslösung (s.c., i.c., i.m.)",B
1061557,57687,"Thyrogen, poudre pour solution injectable",A
21335,39220,"Tiapridal, comprimés",B
21343,44231,"Tiberal 500 mg, Filmtabletten",B
21341,43065,"Tiberal 500 mg/3 mL, Infusionskonzentrat",B
